tahun,bulan,kode_valuta,nama_valuta,nilai_impor
2007,"November","Lainnya","Valuta lainnya",858746
2007,"November","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",74000
2007,"November","Lainnya","Asuransi dan ongkos pengangkutan",761979
2007,"Desember","AED","Dirham Uni Emirat Arab",0
2007,"Desember","ATS","Schilling Austria",0
2007,"Desember","AUD","Dolar Australia",55006
2007,"Desember","BEF","Franc Belgia",0
2007,"Desember","BND","Dolar Brunei",0
2007,"Desember","CAD","Dolar Kanada",1755
2007,"Desember","CHF","Franc Swiss",8561
2007,"Desember","CNY","Yuan Renminbi China",0
2007,"Desember","DEM","Mark Jerman",0
2007,"Desember","DKK","Krone Denmark",978
2007,"Desember","EUR","Euro",237095
2007,"Desember","FRF","Franc Perancis",0
2007,"Desember","GBP","Poundsterling Inggris",10834
2007,"Desember","HKD","Dolar Hong Kong",14904
2007,"Desember","IDR","Rupiah Indonesia",53461
2007,"Desember","ITL","Lira Italia",0
2007,"Desember","JPY","Yen Jepang",222515
2007,"Desember","KRW","Won Korea",0
2007,"Desember","MYR","Ringgit Malaysia",12348
2007,"Desember","NLG","Gulden Belanda",35
2007,"Desember","NOK","Krone Norwegia",152
2007,"Desember","NZD","Dolar Selandia Baru",208
2007,"Desember","PHP","Peso Filipina",5
2007,"Desember","QAR","Riyal Qatar",0
2007,"Desember","SAR","Riyal Saudi Arabia",0
2007,"Desember","SEK","Krone Swedia",5300
2007,"Desember","SGD","Dolar Singapura",138679
2007,"Desember","THB","Baht Thailand",7795
2007,"Desember","TWD","Dolar Taiwan",0
2007,"Desember","USD","Dolar Amerika Serikat",6463276
2007,"Desember","Lainnya","Valuta lainnya",738787
2007,"Desember","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",76000
2007,"Desember","Lainnya","Asuransi dan ongkos pengangkutan",674365
2008,"Januari","AED","Dirham Uni Emirat Arab",0
2008,"Januari","ATS","Schilling Austria",0
2008,"Januari","AUD","Dolar Australia",27946
2008,"Januari","BEF","Franc Belgia",0
2008,"Januari","BND","Dolar Brunei",0
2008,"Januari","CAD","Dolar Kanada",1076
2008,"Januari","CHF","Franc Swiss",7423
2008,"Januari","CNY","Yuan Renminbi China",0
2008,"Januari","DEM","Mark Jerman",0
2008,"Januari","DKK","Krone Denmark",1052
2008,"Januari","EUR","Euro",315747
2008,"Januari","FRF","Franc Perancis",0
2008,"Januari","GBP","Poundsterling Inggris",17180
2008,"Januari","HKD","Dolar Hong Kong",19901
2008,"Januari","IDR","Rupiah Indonesia",77479
2008,"Januari","ITL","Lira Italia",0
2008,"Januari","JPY","Yen Jepang",258150
2008,"Januari","KRW","Won Korea",0
2008,"Januari","MYR","Ringgit Malaysia",13879
2008,"Januari","NLG","Gulden Belanda",0
2008,"Januari","NOK","Krone Norwegia",11
2008,"Januari","NZD","Dolar Selandia Baru",564
2008,"Januari","PHP","Peso Filipina",9
2008,"Januari","QAR","Riyal Qatar",0
2008,"Januari","SAR","Riyal Saudi Arabia",0
2008,"Januari","SEK","Krone Swedia",6749
2008,"Januari","SGD","Dolar Singapura",149418
2008,"Januari","THB","Baht Thailand",11227
2008,"Januari","TWD","Dolar Taiwan",0
2008,"Januari","USD","Dolar Amerika Serikat",7814463
2008,"Januari","Lainnya","Valuta lainnya",779291
2008,"Januari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",66019
2008,"Januari","Lainnya","Asuransi dan ongkos pengangkutan",865900
2008,"Februari","AED","Dirham Uni Emirat Arab",0
2008,"Februari","ATS","Schilling Austria",0
2008,"Februari","AUD","Dolar Australia",72939
2008,"Februari","BEF","Franc Belgia",0
2008,"Februari","BND","Dolar Brunei",0
2008,"Februari","CAD","Dolar Kanada",1269
2008,"Februari","CHF","Franc Swiss",25477
2008,"Februari","CNY","Yuan Renminbi China",0
2008,"Februari","DEM","Mark Jerman",0
2008,"Februari","DKK","Krone Denmark",685
2008,"Februari","EUR","Euro",247477
2008,"Februari","FRF","Franc Perancis",0
2008,"Februari","GBP","Poundsterling Inggris",20366
2008,"Februari","HKD","Dolar Hong Kong",12971
2008,"Februari","IDR","Rupiah Indonesia",71052
2008,"Februari","ITL","Lira Italia",0
2008,"Februari","JPY","Yen Jepang",317577
2008,"Februari","KRW","Won Korea",0
2008,"Februari","MYR","Ringgit Malaysia",11812
2008,"Februari","NLG","Gulden Belanda",0
2008,"Februari","NOK","Krone Norwegia",101
2008,"Februari","NZD","Dolar Selandia Baru",185
2008,"Februari","PHP","Peso Filipina",1257
2008,"Februari","QAR","Riyal Qatar",0
2008,"Februari","SAR","Riyal Saudi Arabia",0
2008,"Februari","SEK","Krone Swedia",4796
2008,"Februari","SGD","Dolar Singapura",155359
2008,"Februari","THB","Baht Thailand",12077
2008,"Februari","TWD","Dolar Taiwan",0
2008,"Februari","USD","Dolar Amerika Serikat",7947906
2008,"Februari","Lainnya","Valuta lainnya",751068
2008,"Februari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",55537
2008,"Februari","Lainnya","Asuransi dan ongkos pengangkutan",818225
2008,"Maret","AED","Dirham Uni Emirat Arab",0
2008,"Maret","ATS","Schilling Austria",0
2008,"Maret","AUD","Dolar Australia",66503
2008,"Maret","BEF","Franc Belgia",0
2008,"Maret","BND","Dolar Brunei",0
2008,"Maret","CAD","Dolar Kanada",601
2008,"Maret","CHF","Franc Swiss",17896
2008,"Maret","CNY","Yuan Renminbi China",0
2008,"Maret","DEM","Mark Jerman",0
2008,"Maret","DKK","Krone Denmark",158
2008,"Maret","EUR","Euro",311766
2008,"Maret","FRF","Franc Perancis",0
2008,"Maret","GBP","Poundsterling Inggris",12415
2008,"Maret","HKD","Dolar Hong Kong",14933
2008,"Maret","IDR","Rupiah Indonesia",68163
2008,"Maret","ITL","Lira Italia",0
2008,"Maret","JPY","Yen Jepang",415844
2008,"Maret","KRW","Won Korea",0
2008,"Maret","MYR","Ringgit Malaysia",18760
2008,"Maret","NLG","Gulden Belanda",0
2008,"Maret","NOK","Krone Norwegia",50
2008,"Maret","NZD","Dolar Selandia Baru",287
2008,"Maret","PHP","Peso Filipina",892
2008,"Maret","QAR","Riyal Qatar",0
2008,"Maret","SAR","Riyal Saudi Arabia",0
2008,"Maret","SEK","Krone Swedia",5291
2008,"Maret","SGD","Dolar Singapura",184619
2008,"Maret","THB","Baht Thailand",12265
2008,"Maret","TWD","Dolar Taiwan",0
2008,"Maret","USD","Dolar Amerika Serikat",8205810
2008,"Maret","Lainnya","Valuta lainnya",739296
2008,"Maret","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",62834
2008,"Maret","Lainnya","Asuransi dan ongkos pengangkutan",855384
2008,"April","AED","Dirham Uni Emirat Arab",0
2008,"April","ATS","Schilling Austria",0
2008,"April","AUD","Dolar Australia",26615
2008,"April","BEF","Franc Belgia",0
2008,"April","BND","Dolar Brunei",0
2008,"April","CAD","Dolar Kanada",1423
2008,"April","CHF","Franc Swiss",19585
2008,"April","CNY","Yuan Renminbi China",0
2008,"April","DEM","Mark Jerman",0
2008,"April","DKK","Krone Denmark",978
2008,"April","EUR","Euro",371338
2008,"April","FRF","Franc Perancis",0
2008,"April","GBP","Poundsterling Inggris",18190
2008,"April","HKD","Dolar Hong Kong",20659
2008,"April","IDR","Rupiah Indonesia",88799
2008,"April","ITL","Lira Italia",0
2008,"April","JPY","Yen Jepang",417939
2008,"April","KRW","Won Korea",0
2008,"April","MYR","Ringgit Malaysia",17522
2008,"April","NLG","Gulden Belanda",0
2008,"April","NOK","Krone Norwegia",88
2008,"April","NZD","Dolar Selandia Baru",409
2008,"April","PHP","Peso Filipina",27
2008,"April","QAR","Riyal Qatar",0
2008,"April","SAR","Riyal Saudi Arabia",0
2008,"April","SEK","Krone Swedia",3742
2008,"April","SGD","Dolar Singapura",171511
2008,"April","THB","Baht Thailand",13593
2008,"April","TWD","Dolar Taiwan",0
2008,"April","USD","Dolar Amerika Serikat",9704772
2008,"April","Lainnya","Valuta lainnya",764165
2008,"April","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",77584
2008,"April","Lainnya","Asuransi dan ongkos pengangkutan",1002637
2008,"Mei","AED","Dirham Uni Emirat Arab",0
2008,"Mei","ATS","Schilling Austria",0
2008,"Mei","AUD","Dolar Australia",93372
2008,"Mei","BEF","Franc Belgia",0
2008,"Mei","BND","Dolar Brunei",0
2008,"Mei","CAD","Dolar Kanada",1694
2008,"Mei","CHF","Franc Swiss",16268
2008,"Mei","CNY","Yuan Renminbi China",0
2008,"Mei","DEM","Mark Jerman",0
2008,"Mei","DKK","Krone Denmark",116
2008,"Mei","EUR","Euro",337670
2008,"Mei","FRF","Franc Perancis",0
2008,"Mei","GBP","Poundsterling Inggris",15597
2008,"Mei","HKD","Dolar Hong Kong",21015
2008,"Mei","IDR","Rupiah Indonesia",85121
2008,"Mei","ITL","Lira Italia",0
2008,"Mei","JPY","Yen Jepang",362135
2008,"Mei","KRW","Won Korea",0
2008,"Mei","MYR","Ringgit Malaysia",20830
2008,"Mei","NLG","Gulden Belanda",0
2008,"Mei","NOK","Krone Norwegia",130
2008,"Mei","NZD","Dolar Selandia Baru",807
2008,"Mei","PHP","Peso Filipina",3380
2008,"Mei","QAR","Riyal Qatar",0
2008,"Mei","SAR","Riyal Saudi Arabia",0
2008,"Mei","SEK","Krone Swedia",7177
2008,"Mei","SGD","Dolar Singapura",240130
2008,"Mei","THB","Baht Thailand",11164
2008,"Mei","TWD","Dolar Taiwan",0
2008,"Mei","USD","Dolar Amerika Serikat",9212606
2008,"Mei","Lainnya","Valuta lainnya",781345
2008,"Mei","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",64156
2008,"Mei","Lainnya","Asuransi dan ongkos pengangkutan",947801
2008,"Juni","AED","Dirham Uni Emirat Arab",0
2008,"Juni","ATS","Schilling Austria",0
2008,"Juni","AUD","Dolar Australia",48578
2008,"Juni","BEF","Franc Belgia",0
2008,"Juni","BND","Dolar Brunei",0
2008,"Juni","CAD","Dolar Kanada",1553
2008,"Juni","CHF","Franc Swiss",26991
2008,"Juni","CNY","Yuan Renminbi China",0
2008,"Juni","DEM","Mark Jerman",0
2008,"Juni","DKK","Krone Denmark",76
2008,"Juni","EUR","Euro",326337
2008,"Juni","FRF","Franc Perancis",0
2008,"Juni","GBP","Poundsterling Inggris",13455
2008,"Juni","HKD","Dolar Hong Kong",18858
2008,"Juni","IDR","Rupiah Indonesia",82329
2008,"Juni","ITL","Lira Italia",0
2008,"Juni","JPY","Yen Jepang",391702
2008,"Juni","KRW","Won Korea",0
2008,"Juni","MYR","Ringgit Malaysia",19572
2008,"Juni","NLG","Gulden Belanda",0
2008,"Juni","NOK","Krone Norwegia",106
2008,"Juni","NZD","Dolar Selandia Baru",1667
2008,"Juni","PHP","Peso Filipina",5
2008,"Juni","QAR","Riyal Qatar",0
2008,"Juni","SAR","Riyal Saudi Arabia",0
2008,"Juni","SEK","Krone Swedia",4951
2008,"Juni","SGD","Dolar Singapura",157642
2008,"Juni","THB","Baht Thailand",13165
2008,"Juni","TWD","Dolar Taiwan",0
2008,"Juni","USD","Dolar Amerika Serikat",9941482
2008,"Juni","Lainnya","Valuta lainnya",725407
2008,"Juni","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",79286
2008,"Juni","Lainnya","Asuransi dan ongkos pengangkutan",994449
2008,"Juli","AED","Dirham Uni Emirat Arab",0
2008,"Juli","ATS","Schilling Austria",0
2008,"Juli","AUD","Dolar Australia",66089
2008,"Juli","BEF","Franc Belgia",0
2008,"Juli","BND","Dolar Brunei",0
2008,"Juli","CAD","Dolar Kanada",1196
2008,"Juli","CHF","Franc Swiss",35756
2008,"Juli","CNY","Yuan Renminbi China",0
2008,"Juli","DEM","Mark Jerman",0
2008,"Juli","DKK","Krone Denmark",110
2008,"Juli","EUR","Euro",461607
2008,"Juli","FRF","Franc Perancis",0
2008,"Juli","GBP","Poundsterling Inggris",15348
2008,"Juli","HKD","Dolar Hong Kong",22924
2008,"Juli","IDR","Rupiah Indonesia",94055
2008,"Juli","ITL","Lira Italia",0
2008,"Juli","JPY","Yen Jepang",411246
2008,"Juli","KRW","Won Korea",0
2008,"Juli","MYR","Ringgit Malaysia",24172
2008,"Juli","NLG","Gulden Belanda",0
2008,"Juli","NOK","Krone Norwegia",58
2008,"Juli","NZD","Dolar Selandia Baru",1381
2008,"Juli","PHP","Peso Filipina",1754
2008,"Juli","QAR","Riyal Qatar",0
2008,"Juli","SAR","Riyal Saudi Arabia",0
2008,"Juli","SEK","Krone Swedia",5404
2008,"Juli","SGD","Dolar Singapura",165444
2008,"Juli","THB","Baht Thailand",9474
2008,"Juli","TWD","Dolar Taiwan",0
2008,"Juli","USD","Dolar Amerika Serikat",10415042
2008,"Juli","Lainnya","Valuta lainnya",833965
2008,"Juli","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",90427
2008,"Juli","Lainnya","Asuransi dan ongkos pengangkutan",1058133
2008,"Agustus","AED","Dirham Uni Emirat Arab",0
2008,"Agustus","ATS","Schilling Austria",0
2008,"Agustus","AUD","Dolar Australia",61706
2008,"Agustus","BEF","Franc Belgia",0
2008,"Agustus","BND","Dolar Brunei",0
2008,"Agustus","CAD","Dolar Kanada",1279
2008,"Agustus","CHF","Franc Swiss",8969
2008,"Agustus","CNY","Yuan Renminbi China",0
2008,"Agustus","DEM","Mark Jerman",0
2008,"Agustus","DKK","Krone Denmark",120
2008,"Agustus","EUR","Euro",352829
2008,"Agustus","FRF","Franc Perancis",0
2008,"Agustus","GBP","Poundsterling Inggris",17557
2008,"Agustus","HKD","Dolar Hong Kong",23444
2008,"Agustus","IDR","Rupiah Indonesia",110809
2008,"Agustus","ITL","Lira Italia",0
2008,"Agustus","JPY","Yen Jepang",399523
2008,"Agustus","KRW","Won Korea",0
2008,"Agustus","MYR","Ringgit Malaysia",25148
2008,"Agustus","NLG","Gulden Belanda",0
2008,"Agustus","NOK","Krone Norwegia",58
2008,"Agustus","NZD","Dolar Selandia Baru",1262
2008,"Agustus","PHP","Peso Filipina",31
2008,"Agustus","QAR","Riyal Qatar",0
2008,"Agustus","SAR","Riyal Saudi Arabia",0
2008,"Agustus","SEK","Krone Swedia",6255
2008,"Agustus","SGD","Dolar Singapura",144790
2008,"Agustus","THB","Baht Thailand",15981
2008,"Agustus","TWD","Dolar Taiwan",0
2008,"Agustus","USD","Dolar Amerika Serikat",9663124
2008,"Agustus","Lainnya","Valuta lainnya",811209
2008,"Agustus","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",97746
2008,"Agustus","Lainnya","Asuransi dan ongkos pengangkutan",1013834
2008,"September","AED","Dirham Uni Emirat Arab",0
2008,"September","ATS","Schilling Austria",0
2008,"September","AUD","Dolar Australia",39936
2008,"September","BEF","Franc Belgia",0
2008,"September","BND","Dolar Brunei",0
2008,"September","CAD","Dolar Kanada",1435
2008,"September","CHF","Franc Swiss",12633
2008,"September","CNY","Yuan Renminbi China",0
2008,"September","DEM","Mark Jerman",0
2008,"September","DKK","Krone Denmark",98
2008,"September","EUR","Euro",271827
2008,"September","FRF","Franc Perancis",0
2008,"September","GBP","Poundsterling Inggris",13457
2008,"September","HKD","Dolar Hong Kong",20385
2008,"September","IDR","Rupiah Indonesia",88798
2008,"September","ITL","Lira Italia",0
2008,"September","JPY","Yen Jepang",348884
2008,"September","KRW","Won Korea",0
2008,"September","MYR","Ringgit Malaysia",21970
2008,"September","NLG","Gulden Belanda",0
2008,"September","NOK","Krone Norwegia",55
2008,"September","NZD","Dolar Selandia Baru",650
2008,"September","PHP","Peso Filipina",973
2008,"September","QAR","Riyal Qatar",0
2008,"September","SAR","Riyal Saudi Arabia",0
2008,"September","SEK","Krone Swedia",5891
2008,"September","SGD","Dolar Singapura",151014
2008,"September","THB","Baht Thailand",14402
2008,"September","TWD","Dolar Taiwan",0
2008,"September","USD","Dolar Amerika Serikat",9079574
2008,"September","Lainnya","Valuta lainnya",728454
2008,"September","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",101189
2008,"September","Lainnya","Asuransi dan ongkos pengangkutan",917786
2008,"Oktober","AED","Dirham Uni Emirat Arab",0
2008,"Oktober","ATS","Schilling Austria",0
2008,"Oktober","AUD","Dolar Australia",55336
2008,"Oktober","BEF","Franc Belgia",0
2008,"Oktober","BND","Dolar Brunei",0
2008,"Oktober","CAD","Dolar Kanada",1046
2008,"Oktober","CHF","Franc Swiss",10853
2008,"Oktober","CNY","Yuan Renminbi China",0
2008,"Oktober","DEM","Mark Jerman",0
2008,"Oktober","DKK","Krone Denmark",25
2008,"Oktober","EUR","Euro",315188
2008,"Oktober","FRF","Franc Perancis",0
2008,"Oktober","GBP","Poundsterling Inggris",11449
2008,"Oktober","HKD","Dolar Hong Kong",16378
2008,"Oktober","IDR","Rupiah Indonesia",86979
2008,"Oktober","ITL","Lira Italia",0
2008,"Oktober","JPY","Yen Jepang",511114
2008,"Oktober","KRW","Won Korea",0
2008,"Oktober","MYR","Ringgit Malaysia",28969
2008,"Oktober","NLG","Gulden Belanda",0
2008,"Oktober","NOK","Krone Norwegia",129
2008,"Oktober","NZD","Dolar Selandia Baru",307
2008,"Oktober","PHP","Peso Filipina",1453
2008,"Oktober","QAR","Riyal Qatar",0
2008,"Oktober","SAR","Riyal Saudi Arabia",0
2008,"Oktober","SEK","Krone Swedia",5558
2008,"Oktober","SGD","Dolar Singapura",183627
2008,"Oktober","THB","Baht Thailand",14370
2008,"Oktober","TWD","Dolar Taiwan",0
2008,"Oktober","USD","Dolar Amerika Serikat",9358705
2008,"Oktober","Lainnya","Valuta lainnya",650345
2008,"Oktober","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",69243
2008,"Oktober","Lainnya","Asuransi dan ongkos pengangkutan",967621
2008,"November","AED","Dirham Uni Emirat Arab",0
2008,"November","ATS","Schilling Austria",0
2008,"November","AUD","Dolar Australia",46150
2008,"November","BEF","Franc Belgia",0
2008,"November","BND","Dolar Brunei",18
2008,"November","CAD","Dolar Kanada",1248
2008,"November","CHF","Franc Swiss",8737
2008,"November","CNY","Yuan Renminbi China",0
2008,"November","DEM","Mark Jerman",0
2008,"November","DKK","Krone Denmark",81
2008,"November","EUR","Euro",250786
2008,"November","FRF","Franc Perancis",0
2008,"November","GBP","Poundsterling Inggris",14484
2008,"November","HKD","Dolar Hong Kong",16824
2008,"November","IDR","Rupiah Indonesia",80015
2008,"November","ITL","Lira Italia",0
2008,"November","JPY","Yen Jepang",486770
2008,"November","KRW","Won Korea",0
2008,"November","MYR","Ringgit Malaysia",18990
2008,"November","NLG","Gulden Belanda",0
2008,"November","NOK","Krone Norwegia",120
2008,"November","NZD","Dolar Selandia Baru",374
2008,"November","PHP","Peso Filipina",2
2008,"November","QAR","Riyal Qatar",0
2008,"November","SAR","Riyal Saudi Arabia",0
2008,"November","SEK","Krone Swedia",4120
2008,"November","SGD","Dolar Singapura",126322
2008,"November","THB","Baht Thailand",17487
2008,"November","TWD","Dolar Taiwan",0
2008,"November","USD","Dolar Amerika Serikat",6937780
2008,"November","Lainnya","Valuta lainnya",628007
2008,"November","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",80690
2008,"November","Lainnya","Asuransi dan ongkos pengangkutan",745774
2008,"Desember","AED","Dirham Uni Emirat Arab",0
2008,"Desember","ATS","Schilling Austria",0
2008,"Desember","AUD","Dolar Australia",38683
2008,"Desember","BEF","Franc Belgia",0
2008,"Desember","BND","Dolar Brunei",0
2008,"Desember","CAD","Dolar Kanada",1656
2008,"Desember","CHF","Franc Swiss",15360
2008,"Desember","CNY","Yuan Renminbi China",0
2008,"Desember","DEM","Mark Jerman",0
2008,"Desember","DKK","Krone Denmark",4
2008,"Desember","EUR","Euro",257251
2008,"Desember","FRF","Franc Perancis",0
2008,"Desember","GBP","Poundsterling Inggris",9851
2008,"Desember","HKD","Dolar Hong Kong",11891
2008,"Desember","IDR","Rupiah Indonesia",53474
2008,"Desember","ITL","Lira Italia",0
2008,"Desember","JPY","Yen Jepang",408661
2008,"Desember","KRW","Won Korea",0
2008,"Desember","MYR","Ringgit Malaysia",16734
2008,"Desember","NLG","Gulden Belanda",0
2008,"Desember","NOK","Krone Norwegia",150
2008,"Desember","NZD","Dolar Selandia Baru",125
2008,"Desember","PHP","Peso Filipina",1575
2008,"Desember","QAR","Riyal Qatar",0
2008,"Desember","SAR","Riyal Saudi Arabia",0
2008,"Desember","SEK","Krone Swedia",3196
2008,"Desember","SGD","Dolar Singapura",145048
2008,"Desember","THB","Baht Thailand",10765
2008,"Desember","TWD","Dolar Taiwan",0
2008,"Desember","USD","Dolar Amerika Serikat",6282625
2008,"Desember","Lainnya","Valuta lainnya",637030
2008,"Desember","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",105101
2008,"Desember","Lainnya","Asuransi dan ongkos pengangkutan",723033
2009,"Januari","AED","Dirham Uni Emirat Arab",0
2009,"Januari","ATS","Schilling Austria",0
2009,"Januari","AUD","Dolar Australia",27526
2009,"Januari","BEF","Franc Belgia",0
2009,"Januari","BND","Dolar Brunei",0
2009,"Januari","CAD","Dolar Kanada",1526
2009,"Januari","CHF","Franc Swiss",17149
2009,"Januari","CNY","Yuan Renminbi China",0
2009,"Januari","DEM","Mark Jerman",0
2009,"Januari","DKK","Krone Denmark",350
2009,"Januari","EUR","Euro",250983
2009,"Januari","FRF","Franc Perancis",0
2009,"Januari","GBP","Poundsterling Inggris",11519
2009,"Januari","HKD","Dolar Hong Kong",11802
2009,"Januari","IDR","Rupiah Indonesia",61245
2009,"Januari","ITL","Lira Italia",0
2009,"Januari","JPY","Yen Jepang",324165
2009,"Januari","KRW","Won Korea",0
2009,"Januari","MYR","Ringgit Malaysia",10865
2009,"Januari","NLG","Gulden Belanda",0
2009,"Januari","NOK","Krone Norwegia",65
2009,"Januari","NZD","Dolar Selandia Baru",230
2009,"Januari","PHP","Peso Filipina",0
2009,"Januari","QAR","Riyal Qatar",0
2009,"Januari","SAR","Riyal Saudi Arabia",0
2009,"Januari","SEK","Krone Swedia",3157
2009,"Januari","SGD","Dolar Singapura",118996
2009,"Januari","THB","Baht Thailand",7370
2009,"Januari","TWD","Dolar Taiwan",0
2009,"Januari","USD","Dolar Amerika Serikat",5292492
2009,"Januari","Lainnya","Valuta lainnya",560619
2009,"Januari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",97759
2009,"Januari","Lainnya","Asuransi dan ongkos pengangkutan",343036
2009,"Februari","AED","Dirham Uni Emirat Arab",0
2009,"Februari","ATS","Schilling Austria",0
2009,"Februari","AUD","Dolar Australia",29043
2009,"Februari","BEF","Franc Belgia",0
2009,"Februari","BND","Dolar Brunei",2
2009,"Februari","CAD","Dolar Kanada",2305
2009,"Februari","CHF","Franc Swiss",9004
2009,"Februari","CNY","Yuan Renminbi China",0
2009,"Februari","DEM","Mark Jerman",0
2009,"Februari","DKK","Krone Denmark",183
2009,"Februari","EUR","Euro",217666
2009,"Februari","FRF","Franc Perancis",0
2009,"Februari","GBP","Poundsterling Inggris",7555
2009,"Februari","HKD","Dolar Hong Kong",5662
2009,"Februari","IDR","Rupiah Indonesia",60160
2009,"Februari","ITL","Lira Italia",0
2009,"Februari","JPY","Yen Jepang",248135
2009,"Februari","KRW","Won Korea",0
2009,"Februari","MYR","Ringgit Malaysia",20632
2009,"Februari","NLG","Gulden Belanda",0
2009,"Februari","NOK","Krone Norwegia",50
2009,"Februari","NZD","Dolar Selandia Baru",361
2009,"Februari","PHP","Peso Filipina",682
2009,"Februari","QAR","Riyal Qatar",0
2009,"Februari","SAR","Riyal Saudi Arabia",0
2009,"Februari","SEK","Krone Swedia",2538
2009,"Februari","SGD","Dolar Singapura",108368
2009,"Februari","THB","Baht Thailand",9887
2009,"Februari","TWD","Dolar Taiwan",0
2009,"Februari","USD","Dolar Amerika Serikat",4499745
2009,"Februari","Lainnya","Valuta lainnya",525726
2009,"Februari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",52686
2009,"Februari","Lainnya","Asuransi dan ongkos pengangkutan",356961
2009,"Maret","AED","Dirham Uni Emirat Arab",0
2009,"Maret","ATS","Schilling Austria",0
2009,"Maret","AUD","Dolar Australia",36747
2009,"Maret","BEF","Franc Belgia",0
2009,"Maret","BND","Dolar Brunei",22
2009,"Maret","CAD","Dolar Kanada",1449
2009,"Maret","CHF","Franc Swiss",15766
2009,"Maret","CNY","Yuan Renminbi China",0
2009,"Maret","DEM","Mark Jerman",0
2009,"Maret","DKK","Krone Denmark",52
2009,"Maret","EUR","Euro",238415
2009,"Maret","FRF","Franc Perancis",0
2009,"Maret","GBP","Poundsterling Inggris",9808
2009,"Maret","HKD","Dolar Hong Kong",9378
2009,"Maret","IDR","Rupiah Indonesia",86262
2009,"Maret","ITL","Lira Italia",0
2009,"Maret","JPY","Yen Jepang",265735
2009,"Maret","KRW","Won Korea",0
2009,"Maret","MYR","Ringgit Malaysia",19969
2009,"Maret","NLG","Gulden Belanda",0
2009,"Maret","NOK","Krone Norwegia",112
2009,"Maret","NZD","Dolar Selandia Baru",124
2009,"Maret","PHP","Peso Filipina",0
2009,"Maret","QAR","Riyal Qatar",0
2009,"Maret","SAR","Riyal Saudi Arabia",0
2009,"Maret","SEK","Krone Swedia",1829
2009,"Maret","SGD","Dolar Singapura",198012
2009,"Maret","THB","Baht Thailand",9442
2009,"Maret","TWD","Dolar Taiwan",0
2009,"Maret","USD","Dolar Amerika Serikat",5062663
2009,"Maret","Lainnya","Valuta lainnya",609478
2009,"Maret","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",97548
2009,"Maret","Lainnya","Asuransi dan ongkos pengangkutan",418064
2009,"April","AED","Dirham Uni Emirat Arab",0
2009,"April","ATS","Schilling Austria",0
2009,"April","AUD","Dolar Australia",27413
2009,"April","BEF","Franc Belgia",0
2009,"April","BND","Dolar Brunei",0
2009,"April","CAD","Dolar Kanada",772
2009,"April","CHF","Franc Swiss",9782
2009,"April","CNY","Yuan Renminbi China",0
2009,"April","DEM","Mark Jerman",0
2009,"April","DKK","Krone Denmark",199
2009,"April","EUR","Euro",220239
2009,"April","FRF","Franc Perancis",0
2009,"April","GBP","Poundsterling Inggris",11780
2009,"April","HKD","Dolar Hong Kong",13249
2009,"April","IDR","Rupiah Indonesia",97243
2009,"April","ITL","Lira Italia",0
2009,"April","JPY","Yen Jepang",229248
2009,"April","KRW","Won Korea",0
2009,"April","MYR","Ringgit Malaysia",24594
2009,"April","NLG","Gulden Belanda",0
2009,"April","NOK","Krone Norwegia",87
2009,"April","NZD","Dolar Selandia Baru",239
2009,"April","PHP","Peso Filipina",844
2009,"April","QAR","Riyal Qatar",0
2009,"April","SAR","Riyal Saudi Arabia",0
2009,"April","SEK","Krone Swedia",2416
2009,"April","SGD","Dolar Singapura",89514
2009,"April","THB","Baht Thailand",9905
2009,"April","TWD","Dolar Taiwan",0
2009,"April","USD","Dolar Amerika Serikat",5144956
2009,"April","Lainnya","Valuta lainnya",570810
2009,"April","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",367178
2009,"April","Lainnya","Asuransi dan ongkos pengangkutan",646541
2009,"Mei","AED","Dirham Uni Emirat Arab",0
2009,"Mei","ATS","Schilling Austria",0
2009,"Mei","AUD","Dolar Australia",36398
2009,"Mei","BEF","Franc Belgia",0
2009,"Mei","BND","Dolar Brunei",1
2009,"Mei","CAD","Dolar Kanada",584
2009,"Mei","CHF","Franc Swiss",7865
2009,"Mei","CNY","Yuan Renminbi China",0
2009,"Mei","DEM","Mark Jerman",0
2009,"Mei","DKK","Krone Denmark",24
2009,"Mei","EUR","Euro",236840
2009,"Mei","FRF","Franc Perancis",0
2009,"Mei","GBP","Poundsterling Inggris",11454
2009,"Mei","HKD","Dolar Hong Kong",13937
